GSP Name,From Bus Number,To Bus Number,Tertiary Bus Number,From Bus Name,To Bus Name,Tertiary Bus Name,Circuit ID,Season,Import TL MW,Export TL MW,Import CAFPL MVA,Export CARPL MVA
Ratcliffe,398401,398337,37222,RATS4_310,RATS1_#380,RATS8G3,S3,Winter,-387.4,33.6,,
Ratcliffe,398401,398337,37222,RATS4_310,RATS1_#380,RATS8G3,S3,Intermediate Cool,-273.9,33.6,,
Ratcliffe,398401,398337,37222,RATS4_310,RATS1_#380,RATS8G3,S3,Intermediate Warm,-273.9,33.6,,
Ratcliffe,398401,398337,37222,RATS4_310,RATS1_#380,RATS8G3,S3,Summer,-294.4,33.6,,
Ratcliffe,398402,398339,37223,RATS4_410,RATS1_#480,RATS8G4,S4,Winter,-387.4,33.6,,
Ratcliffe,398402,398339,37223,RATS4_410,RATS1_#480,RATS8G4,S4,Intermediate Cool,-273.9,33.6,,
Ratcliffe,398402,398339,37223,RATS4_410,RATS1_#480,RATS8G4,S4,Intermediate Warm,-273.9,33.6,,
Ratcliffe,398402,398339,37223,RATS4_410,RATS1_#480,RATS8G4,S4,Summer,-294.4,33.6,,
Ratcliffe,398403,398307,37221,RATS4_610,RATS1_#680,RATS8G6,S6,Winter,-387.4,33.6,,
Ratcliffe,398403,398307,37221,RATS4_610,RATS1_#680,RATS8G6,S6,Intermediate Cool,-273.9,33.6,,
Ratcliffe,398403,398307,37221,RATS4_610,RATS1_#680,RATS8G6,S6,Intermediate Warm,-273.9,33.6,,
Ratcliffe,398403,398307,37221,RATS4_610,RATS1_#680,RATS8G6,S6,Summer,-294.4,33.6,,
Rugeley,12493,211000,0,RUGE1_SGT1,RUGE4_110,,S1,Winter,,,,460.0
Rugeley,12493,211000,0,RUGE1_SGT1,RUGE4_110,,S1,Intermediate Cool,,,,460.0
Rugeley,12493,211000,0,RUGE1_SGT1,RUGE4_110,,S1,Intermediate Warm,,,,460.0
Rugeley,12493,211000,0,RUGE1_SGT1,RUGE4_110,,S1,Summer,,,,460.0
Rugeley,12494,211001,0,RUGE1_SGT2,RUGE4_210,,S2,Winter,,,,460.0
Rugeley,12494,211001,0,RUGE1_SGT2,RUGE4_210,,S2,Intermediate Cool,,,,460.0
Rugeley,12494,211001,0,RUGE1_SGT2,RUGE4_210,,S2,Intermediate Warm,,,,460.0
Rugeley,12494,211001,0,RUGE1_SGT2,RUGE4_210,,S2,Summer,,,,460.0
Sandford,971808,970302,970290,SAFO4_#110,SAFO1_180,SAFO8A,S1,Winter,-111.6,14.4,,
Sandford,971808,970302,970290,SAFO4_#110,SAFO1_180,SAFO8A,S1,Intermediate Cool,-92.7,14.4,,
Sandford,971808,970302,970290,SAFO4_#110,SAFO1_180,SAFO8A,S1,Intermediate Warm,-92.7,14.4,,
Sandford,971808,970302,970290,SAFO4_#110,SAFO1_180,SAFO8A,S1,Summer,-72.0,14.4,,
Sandford,971809,970304,970291,SAFO4_#210,SAFO1_280,SAFO8B,S2,Winter,-111.6,14.4,,
Sandford,971809,970304,970291,SAFO4_#210,SAFO1_280,SAFO8B,S2,Intermediate Cool,-92.7,14.4,,
Sandford,971809,970304,970291,SAFO4_#210,SAFO1_280,SAFO8B,S2,Intermediate Warm,-92.7,14.4,,
Sandford,971809,970304,970291,SAFO4_#210,SAFO1_280,SAFO8B,S2,Summer,-72.0,14.4,,
Staythorpe,490411,490700,0,STAY1_#180,STAY4_110,,S1,Winter,-208.3,578.2,,240.0
Staythorpe,490411,490700,0,STAY1_#180,STAY4_110,,S1,Intermediate Cool,-185.0,578.2,,240.0
Staythorpe,490411,490700,0,STAY1_#180,STAY4_110,,S1,Intermediate Warm,-185.0,578.2,,240.0
Staythorpe,490411,490700,0,STAY1_#180,STAY4_110,,S1,Summer,-95.9,578.2,,240.0
Staythorpe,490701,490407,43231,STAY4_210,STAY1_#280,STAY8G2,S2,Winter,-208.3,578.2,,240.0
Staythorpe,490701,490407,43231,STAY4_210,STAY1_#280,STAY8G2,S2,Intermediate Cool,-185.0,578.2,,240.0
Staythorpe,490701,490407,43231,STAY4_210,STAY1_#280,STAY8G2,S2,Intermediate Warm,-185.0,578.2,,240.0
Staythorpe,490701,490407,43231,STAY4_210,STAY1_#280,STAY8G2,S2,Summer,-95.9,578.2,,240.0
Stoke Bardolph,398200,393110,393115,STOB4_310,STOB1_#380,STOB81_G3,S3,Winter,-103.6,0.7,,240.0
Stoke Bardolph,398200,393110,393115,STOB4_310,STOB1_#380,STOB81_G3,S3,Intermediate Cool,-112.4,0.7,,240.0
Stoke Bardolph,398200,393110,393115,STOB4_310,STOB1_#380,STOB81_G3,S3,Intermediate Warm,-112.4,0.7,,240.0
Stoke Bardolph,398200,393110,393115,STOB4_310,STOB1_#380,STOB81_G3,S3,Summer,-97.0,0.7,,240.0
Stoke Bardolph,398201,393106,393114,STOB4_110,STOB1_#180,STOB81_G1,S1,Winter,-103.6,0.7,,240.0
Stoke Bardolph,398201,393106,393114,STOB4_110,STOB1_#180,STOB81_G1,S1,Intermediate Cool,-112.4,0.7,,240.0
Stoke Bardolph,398201,393106,393114,STOB4_110,STOB1_#180,STOB81_G1,S1,Intermediate Warm,-112.4,0.7,,240.0
Stoke Bardolph,398201,393106,393114,STOB4_110,STOB1_#180,STOB81_G1,S1,Summer,-97.0,0.7,,240.0
Swansea North,954409,954722,95485,SWAN4_710,SWAN1_SGT7,SWAN8F,S7,Winter,-380.5,515.6,,660.0
Swansea North,954409,954722,95485,SWAN4_710,SWAN1_SGT7,SWAN8F,S7,Intermediate Cool,-341.1,515.6,,660.0
Swansea North,954409,954722,95485,SWAN4_710,SWAN1_SGT7,SWAN8F,S7,Intermediate Warm,-341.1,515.6,,660.0
Swansea North,954409,954722,95485,SWAN4_710,SWAN1_SGT7,SWAN8F,S7,Summer,-372.1,515.6,,660.0
Swansea North,954417,954717,95484,SWAN4_610,SWAN1_SGT6,SWAN8E,S6,Winter,-380.5,515.6,,660.0
Swansea North,954417,954717,95484,SWAN4_610,SWAN1_SGT6,SWAN8E,S6,Intermediate Cool,-341.1,515.6,,660.0
Swansea North,954417,954717,95484,SWAN4_610,SWAN1_SGT6,SWAN8E,S6,Intermediate Warm,-341.1,515.6,,660.0
Swansea North,954417,954717,95484,SWAN4_610,SWAN1_SGT6,SWAN8E,S6,Summer,-372.1,515.6,,660.0
Swansea North,954428,954712,95483,SWAN4_SGT5,SWAN1_SGT5,SWAN8D,S5,Winter,-380.5,515.6,,660.0
Swansea North,954428,954712,95483,SWAN4_SGT5,SWAN1_SGT5,SWAN8D,S5,Intermediate Cool,-341.1,515.6,,660.0
Swansea North,954428,954712,95483,SWAN4_SGT5,SWAN1_SGT5,SWAN8D,S5,Intermediate Warm,-341.1,515.6,,660.0
Swansea North,954428,954712,95483,SWAN4_SGT5,SWAN1_SGT5,SWAN8D,S5,Summer,-372.1,515.6,,660.0
Swansea North,954605,954705,95481,SWAN2_H43B,SWAN1_SGT4B,SWAN8B,4B,Winter,-380.5,515.6,,660.0
Swansea North,954605,954705,95481,SWAN2_H43B,SWAN1_SGT4B,SWAN8B,4B,Intermediate Cool,-341.1,515.6,,660.0
Swansea North,954605,954705,95481,SWAN2_H43B,SWAN1_SGT4B,SWAN8B,4B,Intermediate Warm,-341.1,515.6,,660.0
Swansea North,954605,954705,95481,SWAN2_H43B,SWAN1_SGT4B,SWAN8B,4B,Summer,-372.1,515.6,,660.0
Upper Boat,950209,950218,95620,UPPB2_H13,UPPB1_SGT1,UPPB8A,S1,Winter,-201.6,101.2,,240.0
Upper Boat,950209,950218,95620,UPPB2_H13,UPPB1_SGT1,UPPB8A,S1,Intermediate Cool,-139.2,101.2,,240.0
Upper Boat,950209,950218,95620,UPPB2_H13,UPPB1_SGT1,UPPB8A,S1,Intermediate Warm,-139.2,101.2,,240.0
Upper Boat,950209,950218,95620,UPPB2_H13,UPPB1_SGT1,UPPB8A,S1,Summer,-148.0,101.2,,240.0
Upper Boat,950211,950219,95621,UPPB2_H43,UPPB1_SGT4,UPPB8B,S4,Winter,-201.6,101.2,,240.0
Upper Boat,950211,950219,95621,UPPB2_H43,UPPB1_SGT4,UPPB8B,S4,Intermediate Cool,-139.2,101.2,,240.0
Upper Boat,950211,950219,95621,UPPB2_H43,UPPB1_SGT4,UPPB8B,S4,Intermediate Warm,-139.2,101.2,,240.0
Upper Boat,950211,950219,95621,UPPB2_H43,UPPB1_SGT4,UPPB8B,S4,Summer,-148.0,101.2,,240.0
Upper Boat,950212,950214,0,UPPB2_SGT2,UPPB3_SGT2,,S2,Winter,-80.2,94.1,,100.0
Upper Boat,950212,950214,0,UPPB2_SGT2,UPPB3_SGT2,,S2,Intermediate Cool,-57.7,94.1,,100.0
Upper Boat,950212,950214,0,UPPB2_SGT2,UPPB3_SGT2,,S2,Intermediate Warm,-57.7,94.1,,100.0
Upper Boat,950212,950214,0,UPPB2_SGT2,UPPB3_SGT2,,S2,Summer,-41.9,94.1,,100.0
Upper Boat,950213,950215,0,UPPB2_SGT3,UPPB3_SGT3,,S3,Winter,-80.2,94.1,,100.0
Upper Boat,950213,950215,0,UPPB2_SGT3,UPPB3_SGT3,,S3,Intermediate Cool,-57.7,94.1,,100.0
Upper Boat,950213,950215,0,UPPB2_SGT3,UPPB3_SGT3,,S3,Intermediate Warm,-57.7,94.1,,100.0
Upper Boat,950213,950215,0,UPPB2_SGT3,UPPB3_SGT3,,S3,Summer,-41.9,94.1,,100.0
Uskmouth,950623,950529,95720,USKM2_SGT1,USKM1_SGT1,USKM8A,S1,Winter,-240.5,192.3,,
Uskmouth,950623,950529,95720,USKM2_SGT1,USKM1_SGT1,USKM8A,S1,Intermediate Cool,-196.7,192.3,,
Uskmouth,950623,950529,95720,USKM2_SGT1,USKM1_SGT1,USKM8A,S1,Intermediate Warm,-196.7,192.3,,
Uskmouth,950623,950529,95720,USKM2_SGT1,USKM1_SGT1,USKM8A,S1,Summer,-188.7,192.3,,
Uskmouth,950624,950531,95721,USKM2_H23A,USKM1_SGT2A,USKM8B,2A,Winter,-240.5,192.3,,
Uskmouth,950624,950531,95721,USKM2_H23A,USKM1_SGT2A,USKM8B,2A,Intermediate Cool,-196.7,192.3,,
Uskmouth,950624,950531,95721,USKM2_H23A,USKM1_SGT2A,USKM8B,2A,Intermediate Warm,-196.7,192.3,,
Uskmouth,950624,950531,95721,USKM2_H23A,USKM1_SGT2A,USKM8B,2A,Summer,-188.7,192.3,,
Uskmouth,950628,950532,95722,USKM2_H43A,USKM1_SGT4A,USKM8C,4A,Winter,-240.5,192.3,,
Uskmouth,950628,950532,95722,USKM2_H43A,USKM1_SGT4A,USKM8C,4A,Intermediate Cool,-196.7,192.3,,
Uskmouth,950628,950532,95722,USKM2_H43A,USKM1_SGT4A,USKM8C,4A,Intermediate Warm,-196.7,192.3,,
Uskmouth,950628,950532,95722,USKM2_H43A,USKM1_SGT4A,USKM8C,4A,Summer,-188.7,192.3,,
Walpole,490601,490528,44101,WALP4_210,WALP1_280,WALP8G2,S2,Winter,-205.7,73.4,,
Walpole,490601,490528,44101,WALP4_210,WALP1_280,WALP8G2,S2,Intermediate Cool,-153.5,73.4,,
Walpole,490601,490528,44101,WALP4_210,WALP1_280,WALP8G2,S2,Intermediate Warm,-153.5,73.4,,
Walpole,490601,490528,44101,WALP4_210,WALP1_280,WALP8G2,S2,Summer,-157.7,73.4,,
Walpole,490603,490512,44104,WALP4_410,WALP1_480,WALP8G4,S4,Winter,-205.7,73.4,,
Walpole,490603,490512,44104,WALP4_410,WALP1_480,WALP8G4,S4,Intermediate Cool,-153.5,73.4,,
Walpole,490603,490512,44104,WALP4_410,WALP1_480,WALP8G4,S4,Intermediate Warm,-153.5,73.4,,
Walpole,490603,490512,44104,WALP4_410,WALP1_480,WALP8G4,S4,Summer,-157.7,73.4,,
Walpole,490604,490538,44103,WALP4_510,WALP1_580,WALP8G5,S5,Winter,-205.7,73.4,,
Walpole,490604,490538,44103,WALP4_510,WALP1_580,WALP8G5,S5,Intermediate Cool,-153.5,73.4,,
Walpole,490604,490538,44103,WALP4_510,WALP1_580,WALP8G5,S5,Intermediate Warm,-153.5,73.4,,
Walpole,490604,490538,44103,WALP4_510,WALP1_580,WALP8G5,S5,Summer,-157.7,73.4,,
West Burton,491000,490922,42201,WBUR4_110,WBUR1_#180,WBUR8G1,S1,Winter,-207.3,110.7,,480.0
West Burton,491000,490922,42201,WBUR4_110,WBUR1_#180,WBUR8G1,S1,Intermediate Cool,-180.2,110.7,,480.0
West Burton,491000,490922,42201,WBUR4_110,WBUR1_#180,WBUR8G1,S1,Intermediate Warm,-180.2,110.7,,480.0
West Burton,491000,490922,42201,WBUR4_110,WBUR1_#180,WBUR8G1,S1,Summer,-125.5,110.7,,480.0
West Burton,491001,490926,42200,WBUR4_210,WBUR1_#280,WBUR8G2,S2,Winter,-207.3,110.7,,480.0
West Burton,491001,490926,42200,WBUR4_210,WBUR1_#280,WBUR8G2,S2,Intermediate Cool,-180.2,110.7,,480.0
West Burton,491001,490926,42200,WBUR4_210,WBUR1_#280,WBUR8G2,S2,Intermediate Warm,-180.2,110.7,,480.0
West Burton,491001,490926,42200,WBUR4_210,WBUR1_#280,WBUR8G2,S2,Summer,-125.5,110.7,,480.0
West Burton,491002,490920,42203,WBUR4_310,WBUR1_380,WBUR8G3,S3,Winter,-207.3,110.7,,480.0
West Burton,491002,490920,42203,WBUR4_310,WBUR1_380,WBUR8G3,S3,Intermediate Cool,-180.2,110.7,,480.0
West Burton,491002,490920,42203,WBUR4_310,WBUR1_380,WBUR8G3,S3,Intermediate Warm,-180.2,110.7,,480.0
West Burton,491002,490920,42203,WBUR4_310,WBUR1_380,WBUR8G3,S3,Summer,-125.5,110.7,,480.0
Willenhall,211501,12327,211503,WIEN2_H20,WIEN1_SGT2,WIEN81_G2,S2,Winter,-113.2,-18.9,,240.0
Willenhall,211501,12327,211503,WIEN2_H20,WIEN1_SGT2,WIEN81_G2,S2,Intermediate Cool,-101.8,-18.9,,240.0
Willenhall,211501,12327,211503,WIEN2_H20,WIEN1_SGT2,WIEN81_G2,S2,Intermediate Warm,-101.8,-18.9,,240.0
Willenhall,211501,12327,211503,WIEN2_H20,WIEN1_SGT2,WIEN81_G2,S2,Summer,-93.7,-18.9,,240.0
Willenhall,211500,12328,211502,WIEN2_H10,WIEN1_SGT1,WIEN81_G1,S1,Winter,-113.2,-18.9,,240.0
Willenhall,211500,12328,211502,WIEN2_H10,WIEN1_SGT1,WIEN81_G1,S1,Intermediate Cool,-101.8,-18.9,,240.0
Willenhall,211500,12328,211502,WIEN2_H10,WIEN1_SGT1,WIEN81_G1,S1,Intermediate Warm,-101.8,-18.9,,240.0
Willenhall,211500,12328,211502,WIEN2_H10,WIEN1_SGT1,WIEN81_G1,S1,Summer,-93.7,-18.9,,240.0
Willington,496700,445931,44742,WILL4_#610,WILL1_#680,WILL8G6,S6,Winter,0.0,0.0,,
Willington,496700,445931,44742,WILL4_#610,WILL1_#680,WILL8G6,S6,Intermediate Cool,0.0,0.0,,
Willington,496700,445931,44742,WILL4_#610,WILL1_#680,WILL8G6,S6,Intermediate Warm,0.0,0.0,,
Willington,496700,445931,44742,WILL4_#610,WILL1_#680,WILL8G6,S6,Summer,0.0,0.0,,
Willington,496701,445909,44740,WILL4_#110,WILL1_#180,WILL8G1,S1,Winter,0.0,0.0,,
Willington,496701,445909,44740,WILL4_#110,WILL1_#180,WILL8G1,S1,Intermediate Cool,0.0,0.0,,
Willington,496701,445909,44740,WILL4_#110,WILL1_#180,WILL8G1,S1,Intermediate Warm,0.0,0.0,,
Willington,496701,445909,44740,WILL4_#110,WILL1_#180,WILL8G1,S1,Summer,0.0,0.0,,
Willington,496702,445907,44743,WILL4_#710,WILL1_#780,WILL8G7,S7,Winter,0.0,0.0,,
Willington,496702,445907,44743,WILL4_#710,WILL1_#780,WILL8G7,S7,Intermediate Cool,0.0,0.0,,
Willington,496702,445907,44743,WILL4_#710,WILL1_#780,WILL8G7,S7,Intermediate Warm,0.0,0.0,,
Willington,496702,445907,44743,WILL4_#710,WILL1_#780,WILL8G7,S7,Summer,0.0,0.0,,
Willington,496703,445933,44744,WILL4_#210,WILL1_#280,WILL8G2,S2,Winter,0.0,0.0,,
Willington,496703,445933,44744,WILL4_#210,WILL1_#280,WILL8G2,S2,Intermediate Cool,0.0,0.0,,
Willington,496703,445933,44744,WILL4_#210,WILL1_#280,WILL8G2,S2,Intermediate Warm,0.0,0.0,,
Willington,496703,445933,44744,WILL4_#210,WILL1_#280,WILL8G2,S2,Summer,0.0,0.0,,
